sample_id,domain,model,condition,c_class,task_id,mutation_rule,tool_call_summary,final_state_summary,oracle_flag,reward,auto_explanation,trace_pointer,human_oracle_correct,human_failure_type,human_confidence,human_notes
oracle_o0_hidden_violation_positive_p5_a177d4bc29ae,retail,deepseek/deepseek-v4-flash,O0_silent,C4,11,C4_business_rule_drift,target_tool=return_delivered_order_items; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\observability_from_baseline_0004_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_580dc0116cf9,airline,dashscope/glm-5.1,C1_O0_silent,C1,1,unit_scale,target_tool=cancel_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_bcf6eb67a8d7,airline,dashscope/glm-5.1,C2_O0_silent,C2,33,currency_locale,target_tool=cancel_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_ac59595abc2d,airline,dashscope/glm-5.1,C3_O0_silent,C3,43,default_behavior,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p5_5875fb11c805,airline,dashscope/glm-5.1,O0_silent,C4,43,C4_business_rule_drift,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0003_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_75544b8f2308,airline,dashscope/kimi-k2.6,C1_O0_silent,C1,11,unit_scale,target_tool=book_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_474ade9c5e61,airline,dashscope/kimi-k2.6,C2_O0_silent,C2,43,currency_locale,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_fb4db5b5616c,airline,dashscope/kimi-k2.6,C3_O0_silent,C3,5,default_behavior,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p5_da753c460b89,airline,dashscope/kimi-k2.6,O0_silent,C4,43,C4_business_rule_drift,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0006_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_535b3369000e,airline,dashscope/qwen-max,C1_O0_silent,C1,0,unit_scale,target_tool=book_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_a88abbd29ad6,airline,dashscope/qwen-max,C2_O0_silent,C2,27,currency_locale,target_tool=cancel_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_625c0356bafe,airline,dashscope/qwen-max,C3_O0_silent,C3,23,default_behavior,target_tool=update_reservation_flights; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p5_40eebd156e1e,airline,dashscope/qwen-max,O0_silent,C4,12,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0007_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_030ae8fc5d8c,airline,deepseek/deepseek-v4-flash,C1_O0_silent,C1,7,unit_scale,target_tool=update_reservation_flights; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_ef8017518fd5,airline,deepseek/deepseek-v4-flash,C2_O0_silent,C2,7,currency_locale,target_tool=update_reservation_flights; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_32550f34fb88,airline,deepseek/deepseek-v4-flash,C3_O0_silent,C3,43,default_behavior,target_tool=update_reservation_passengers; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0009_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p5_6e1c80c565c2,airline,deepseek/deepseek-v4-flash,O0_silent,C4,7,C4_business_rule_drift,target_tool=update_reservation_flights; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0009_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_f673b2765f59,retail,dashscope/glm-5.1,C1_O0_silent,C1,2,unit_scale,target_tool=return_delivered_order_items; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p8c_57efba6c78b1,retail,dashscope/glm-5.1,C3_O0_silent,C3,11,default_behavior,target_tool=return_delivered_order_items; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_hidden_violation_positive_p5_709c1cedba1b,retail,dashscope/glm-5.1,O0_silent,C4,18,C4_business_rule_drift,target_tool=exchange_delivered_order_items; target_tool_called=True,reward=0.0; failure_mode=silent_failure,true,0.0,O0 silent drift has no visible recovery signal and the hidden rule violation is set.,runs\schema_mutation\phase5\status\observability_from_baseline_0001_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_0832e9cc5c10,airline,dashscope/glm-5.1,C1_O0_silent,C1,14,unit_scale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_6b70783bd28d,airline,dashscope/glm-5.1,C2_O0_silent,C2,37,currency_locale,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_5a7c59a94baa,airline,dashscope/glm-5.1,C3_O0_silent,C3,42,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_0088580b56e4,airline,dashscope/glm-5.1,O0_silent,C4,35,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_c8fe8629c792,airline,dashscope/kimi-k2.6,C1_O0_silent,C1,40,unit_scale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_d1959f517ffc,airline,dashscope/kimi-k2.6,C2_O0_silent,C2,16,currency_locale,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_8aadd72f491b,airline,dashscope/kimi-k2.6,C3_O0_silent,C3,40,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_4559c016d779,airline,dashscope/kimi-k2.6,O0_silent,C4,37,C4_business_rule_drift,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_c9656b3d932a,airline,dashscope/qwen-max,C1_O0_silent,C1,44,unit_scale,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_709901e228bd,airline,dashscope/qwen-max,C2_O0_silent,C2,16,currency_locale,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_6b80016d6676,airline,dashscope/qwen-max,C3_O0_silent,C3,44,default_behavior,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_8db7f2072c5f,airline,dashscope/qwen-max,O0_silent,C4,24,C4_business_rule_drift,target_tool=update_reservation_flights; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0007_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_501137c8b66f,airline,deepseek/deepseek-v4-flash,C1_O0_silent,C1,35,unit_scale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_789bedefa144,airline,deepseek/deepseek-v4-flash,C2_O0_silent,C2,24,currency_locale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_5db44f724e4c,airline,deepseek/deepseek-v4-flash,C3_O0_silent,C3,38,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0009_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_7d084b105b1c,airline,deepseek/deepseek-v4-flash,O0_silent,C4,37,C4_business_rule_drift,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0011_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_649aea298f85,retail,dashscope/glm-5.1,C1_O0_silent,C1,13,unit_scale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_c37781d2c20e,retail,dashscope/glm-5.1,C2_O0_silent,C2,17,currency_locale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_b7af494c0637,retail,dashscope/glm-5.1,C3_O0_silent,C3,14,default_behavior,target_tool=cancel_pending_order; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_4d9895e1b8e1,retail,dashscope/glm-5.1,O0_silent,C4,19,C4_business_rule_drift,target_tool=exchange_delivered_order_items; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\observability_from_baseline_0001_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_200d06eb1ec4,retail,dashscope/kimi-k2.6,C1_O0_silent,C1,13,unit_scale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_ece2be84c95f,retail,dashscope/kimi-k2.6,C2_O0_silent,C2,17,currency_locale,target_tool=transfer_to_human_agents; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_fcbaf834e980,retail,dashscope/kimi-k2.6,C3_O0_silent,C3,17,default_behavior,target_tool=modify_pending_order_items; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_06b28f8a1952,retail,dashscope/kimi-k2.6,O0_silent,C4,12,C4_business_rule_drift,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\observability_from_baseline_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_9234c13bd37d,retail,dashscope/qwen-max,C1_O0_silent,C1,17,unit_scale,target_tool=transfer_to_human_agents; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_fdb7dab77a6d,retail,dashscope/qwen-max,C2_O0_silent,C2,14,currency_locale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_fe57cc5ebefc,retail,dashscope/qwen-max,C3_O0_silent,C3,13,default_behavior,target_tool=cancel_pending_order; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_33f2a18c5066,retail,dashscope/qwen-max,O0_silent,C4,13,C4_business_rule_drift,target_tool=cancel_pending_order; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\observability_from_baseline_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_73ca94d2fd8a,retail,deepseek/deepseek-v4-flash,C1_O0_silent,C1,10,unit_scale,target_tool=return_delivered_order_items; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_907b3f124b79,retail,deepseek/deepseek-v4-flash,C2_O0_silent,C2,10,currency_locale,target_tool=return_delivered_order_items; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_1bc8305a7b3f,retail,deepseek/deepseek-v4-flash,C3_O0_silent,C3,13,default_behavior,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0009_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_abdcb99724b3,retail,deepseek/deepseek-v4-flash,O0_silent,C4,12,C4_business_rule_drift,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\observability_from_baseline_0004_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_24454326161c,airline,dashscope/glm-5.1,C1_O0_silent,C1,48,unit_scale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_9f794daf45b7,airline,dashscope/glm-5.1,C2_O0_silent,C2,39,currency_locale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_69efa7c239df,airline,dashscope/glm-5.1,C3_O0_silent,C3,12,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_850dc8f8028f,airline,dashscope/glm-5.1,O0_silent,C4,41,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0003_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_df9c7ecbe49b,airline,dashscope/kimi-k2.6,C1_O0_silent,C1,21,unit_scale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0001_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_893f6a9c4d96,airline,dashscope/kimi-k2.6,C2_O0_silent,C2,48,currency_locale,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0004_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_707f5328d1da,airline,dashscope/kimi-k2.6,C3_O0_silent,C3,38,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0007_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_b6286cef81b6,airline,dashscope/kimi-k2.6,O0_silent,C4,42,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_c6d49dd769ef,airline,dashscope/qwen-max,C1_O0_silent,C1,44,unit_scale,target_tool=book_reservation; target_tool_called=False,reward=0.0; failure_mode=mutation_task_failure,false,0.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_5cf52692f2c8,airline,dashscope/qwen-max,C2_O0_silent,C2,40,currency_locale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0005_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_c36d6a94f854,airline,dashscope/qwen-max,C3_O0_silent,C3,24,default_behavior,target_tool=update_reservation_flights; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0008_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_19cc000efd35,airline,dashscope/qwen-max,O0_silent,C4,38,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0008_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_155da3402000,airline,deepseek/deepseek-v4-flash,C1_O0_silent,C1,41,unit_scale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0002_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_a2fe24d01ccd,airline,deepseek/deepseek-v4-flash,C2_O0_silent,C2,42,currency_locale,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_9516644b9345,airline,deepseek/deepseek-v4-flash,C3_O0_silent,C3,36,default_behavior,target_tool=book_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0009_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p5_144260fb5fb0,airline,deepseek/deepseek-v4-flash,O0_silent,C4,38,C4_business_rule_drift,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0011_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_837d79a237c4,retail,dashscope/glm-5.1,C1_O0_silent,C1,13,unit_scale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o0_non_hidden_violation_negative_p8c_a6b183f6a3cf,retail,dashscope/glm-5.1,C2_O0_silent,C2,13,currency_locale,target_tool=cancel_pending_order; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,O0 cell remained successful or did not hit the changed rule; hidden violation is absent.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_500fb2fc42ff,airline,dashscope/glm-5.1,C1_O3_structured_policy_error,C1,0,unit_scale,target_tool=book_reservation; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0000_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_f9bc9df2663b,airline,dashscope/glm-5.1,C2_O3_structured_policy_error,C2,39,currency_locale,target_tool=cancel_reservation; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0003_status.jsonl,,,,
oracle_o3_o4_recovered_p8c_608d8c41c491,airline,dashscope/glm-5.1,C3_O3_structured_policy_error,C3,35,default_behavior,target_tool=cancel_reservation; target_tool_called=False,reward=1.0; failure_mode=agent_compatible,false,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\c_semantic_generalization_0006_status.jsonl,,,,
oracle_o3_o4_recovered_p5_7ad044faf684,airline,dashscope/glm-5.1,O3_structured_policy_error,C4,7,C4_business_rule_drift,target_tool=update_reservation_flights; target_tool_called=True,reward=1.0; failure_mode=agent_compatible,true,1.0,Visible structured/migration signal is present and the final reward indicates recovery.,runs\schema_mutation\phase5\status\airline_observability_from_baseline_0000_status.jsonl,,,,
