entry_id,provider,date,title,url,short_paraphrase,evidence_snippet,auto_taxonomy_class,auto_c_subclass,auto_schema_visible,auto_runtime_visible,auto_agent_task_relevance,auto_label_rationale,human_taxonomy_class,human_c_subclass,human_schema_visible,human_runtime_visible,human_agent_task_relevance,human_confidence,human_notes,accept_for_paper_example
shopify_905e9090a453,Shopify,unknown,"A new color _palette setting type lets themes define a flat list of colors that merchants edit directly, replacing color schemes as the recommended approach.",https://shopify.dev/changelog,Official changelog entry indicates a schema-contract change.,"A new color _palette setting type lets themes define a flat list of colors that merchants edit directly, replacing color schemes as the recommended",B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
shopify_ae87e89dea9d,Shopify,unknown,App discount UI extensions can now configure purchaseType and recurringCycleLimit through the discounts plugin to control subscription behavior.,https://shopify.dev/changelog,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,App discount UI extensions can now configure purchaseType and recurringCycleLimit through the discounts plugin to control subscription behavior.,mixed,C3_default_behavior,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
shopify_6bd7c975c41c,Shopify,unknown,Apps can now open Shopify’s file picker with the Intents API,https://shopify.dev/changelog/intents-api-file-picker,Official changelog entry indicates semantic behavior relevant to none.,Use the Intents API with pick:shopify /File to let merchants choose files from their Shopify file library. Read full post –>,C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_8b9f103d8bd9,Shopify,unknown,Bulk queries now execute up to 4X faster,https://shopify.dev/changelog/bulk-queries-now-execute-faster,Official changelog entry indicates semantic behavior relevant to none.,Shopify bulk queries are now up to 4X faster for exporting large datasets. Read full post –>,C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_dd2c4bd716d3,Shopify,unknown,Color palettes in Themes,https://shopify.dev/changelog/color-palettes,Official changelog entry indicates a schema-contract change.,"A new color _palette setting type lets themes define a flat list of colors that merchants edit directly, replacing color schemes as the recommended",B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
shopify_96a98c64a026,Shopify,unknown,"Flow action URLs now support relative paths, enabling you to more easily use tunnels during local development.",https://shopify.dev/changelog,Official changelog entry indicates semantic behavior relevant to none.,"Flow action URLs now support relative paths, enabling you to more easily use tunnels during local development.",C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_dab8dc0a05c4,Shopify,unknown,Flow action extensions now support relative paths for endpoint URLs,https://shopify.dev/changelog/flow-action-extensions-now-support-relative-paths-for-endpoint-urls,Official changelog entry indicates semantic behavior relevant to none.,"Flow action URLs now support relative paths, enabling you to more easily use tunnels during local development. Read full post –>",C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_34fd7b7b9cac,Shopify,unknown,Hydrogen developer preview,https://shopify.dev/changelog/hydrogen-developer-preview,Official changelog entry indicates semantic behavior relevant to none.,The next version of Hydrogen allows you to use Shopify's commerce primitives in any JavaScript framework. Now available as a developer preview. Read full,C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_775f026d5425,Shopify,unknown,New purchaseType and recurringCycleLimit fields in the discounts API for discount UI extensions,https://shopify.dev/changelog/new-purchasetype-and-recurringcyclelimit-fields-available-in-the-discount-ui-extension-api,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,App discount UI extensions can now configure purchaseType and recurringCycleLimit through the discounts plugin to control subscription behavior. Read full post –>,mixed,C3_default_behavior,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
shopify_f647dc68ea4b,Shopify,unknown,Purchase-type filtering now enforced for app discounts,https://shopify.dev/changelog/purchase-type-filtering-now-enforced-for-app-discounts,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,The appliesOnSubscription and appliesOnOneTimePurchase fields on app discounts are now enforced at checkout. Existing discounts are unaffected. Read full post –>,mixed,none,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=none.,,,,,,,,
shopify_170fc228a70c,Shopify,unknown,Shopify bulk queries are now up to 4X faster for exporting large datasets.,https://shopify.dev/changelog,Official changelog entry indicates semantic behavior relevant to none.,Shopify bulk queries are now up to 4X faster for exporting large datasets.,C,none,false,unknown,high,Semantic behavior keyword matched; subclass=none.,,,,,,,,
shopify_6117191b1ab0,Shopify,unknown,The appliesOnSubscription and appliesOnOneTimePurchase fields on app discounts are now enforced at checkout. Existing discounts are unaffected.,https://shopify.dev/changelog,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,The appliesOnSubscription and appliesOnOneTimePurchase fields on app discounts are now enforced at checkout. Existing discounts are unaffected.,mixed,none,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=none.,,,,,,,,
slack_d13487ca42fe,Slack,unknown,"Checks the username field for ""Slackbot"" to identify system notifications, or",https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,Uses the chat.postMessage API method or related API methods and expects system notifications to route through Slackbot,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_3e1cfc0058b6,Slack,unknown,Dynamic Client Registration : for MCP servers that support standard OAuth discovery. Slack handles client registration automatically.,https://docs.slack.dev/changelog/,Official changelog entry indicates semantic behavior relevant to C3_default_behavior.,Manual OAuth : for MCP servers where you manually register OAuth credentials with the provider.,C,C3_default_behavior,false,unknown,high,Semantic behavior keyword matched; subclass=C3_default_behavior.,,,,,,,,
slack_e59dfb5814e2,Slack,unknown,"Filters incoming messages or events by Slackbot's user ID,",https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,"Checks the username field for ""Slackbot"" to identify system notifications, or Uses the chat.postMessage API method or related API methods and expects system notifications",B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_9689f44cfc80,Slack,unknown,Four authentication methods are available for connecting to MCP servers:,https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,"Slack identity auth : for MCP servers that map Slack user and team IDs to available features, with no separate OAuth flow required for",mixed,C3_default_behavior,true,True,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_61ac4b2cc8c9,Slack,unknown,If your app or integration:,https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,"Filters incoming messages or events by Slackbot's user ID, Checks the username field for ""Slackbot"" to identify system notifications, or Uses the chat.postMessage API",B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_1e8ef5d76987,Slack,unknown,No action required if your integration does not reference Slackbot's user ID or username in its logic.,https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,No action required if your integration does not reference Slackbot's user ID or username in its logic.,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_51890d89e2e0,Slack,unknown,No auth : for MCP servers that serve standard responses regardless of requestor.,https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Dynamic Client Registration : for MCP servers that support standard OAuth discovery. Slack handles client registration automatically. Manual OAuth : for MCP servers where,mixed,C3_default_behavior,true,True,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_a49f1e9fa51f,Slack,unknown,"Note: User-authored messages sent directly to Slackbot (e.g., messages you typed into the Slackbot conversation) are not affected by this change.",https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,What this means for developers ​ If your app or integration:,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_2429815a5b8f,Slack,unknown,"Slack identity auth : for MCP servers that map Slack user and team IDs to available features, with no separate OAuth flow required for end users.",https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,No auth : for MCP servers that serve standard responses regardless of requestor. Dynamic Client Registration : for MCP servers that support standard OAuth,mixed,C3_default_behavior,true,True,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_dda484583e3f,Slack,unknown,"Slack system notifications (such as channel membership changes, User Group updates, Slack Connect alerts, and retention policy notices) are now delivered from the ""Slack"" system user ( USLACK ) instead of Slackbot.",https://docs.slack.dev/changelog/,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,"What's changing ​ Previously, system-generated notifications were sent as direct messages from Slackbot. Now that Slackbot is the home for AI conversations in Slack,",C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
slack_c0d757d49186,Slack,unknown,The Slack CLI now supports mcp_server manifest fields for connecting MCP servers to the Slackbot MCP Client .,https://docs.slack.dev/ai/slackbot-mcp-client/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,The Slack CLI now supports mcp_server manifest fields for connecting MCP servers to the Slackbot MCP Client .,mixed,none,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=none.,,,,,,,,
slack_c7a7c6c7a21f,Slack,unknown,"The Slackbot MCP Client allows developers to connect MCP servers to Slack. Once connected, Slackbot will automatically discover your MCP server's tools and invoke them based on user prompts in conversation.",https://modelcontextprotocol.io/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Four authentication methods are available for connecting to MCP servers: Slack identity auth : for MCP servers that map Slack user and team IDs,mixed,C3_default_behavior,true,True,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_8dcade4f3d77,Slack,unknown,The slack create command now accepts the --app flag to scaffold a project and automatically link it to an existing app.,https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,"The slack external-auth add-secret command is now available to all apps, not just Slack-hosted apps. The Slack CLI now supports mcp_server manifest fields for",mixed,C3_default_behavior,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_c65cab66fe95,Slack,unknown,"The slack external-auth add-secret command is now available to all apps, not just Slack-hosted apps.",https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,The Slack CLI now supports mcp_server manifest fields for connecting MCP servers to the Slackbot MCP Client .,mixed,none,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=none.,,,,,,,,
slack_97cd18d412f1,Slack,unknown,Version 4.3.0 of the Slack CLI is here!,https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,The slack create command now accepts the --app flag to scaffold a project and automatically link it to an existing app. The slack external-auth,mixed,C3_default_behavior,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_2dfe062fa63a,Slack,unknown,"We're excited to introduce you to the Slackbot MCP Client, which gives you the ability to superpower Slackbot with your desired tools.",https://docs.slack.dev/changelog/,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,"The Slackbot MCP Client allows developers to connect MCP servers to Slack. Once connected, Slackbot will automatically discover your MCP server's tools and invoke",mixed,C3_default_behavior,unknown,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
slack_3f1695244fb2,Slack,unknown,What this means for developers ​,https://docs.slack.dev/changelog/#what-this-means-for-developers,Official changelog entry indicates a schema-contract change.,"If your app or integration: Filters incoming messages or events by Slackbot's user ID, Checks the username field for ""Slackbot"" to identify system notifications,",B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
slack_d639354a1592,Slack,unknown,"then you should update your integration to handle the new ""Slack"" system user ( USLACK ) instead.",https://docs.slack.dev/changelog/,Official changelog entry indicates a schema-contract change.,No action required if your integration does not reference Slackbot's user ID or username in its logic.,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
square_9d9e88bc1da2,Square,unknown,Gift Card Activities API,https://developer.squareup.com/docs/changelog/connect,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,In-App Payments SDK Refunds API,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
square_621d6c8974ba,Square,unknown,In-App Payments SDK,https://developer.squareup.com/docs/changelog/connect,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Web Payments SDK Payments API,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
square_18542d0a7c21,Square,unknown,Mobile Payments SDK,https://developer.squareup.com/docs/changelog/connect,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Node.js Reader SDK,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
square_95168d19496f,Square,unknown,Square Payment Form,https://developer.squareup.com/docs/changelog/connect,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Documentation BETA,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
square_b4369ed17d78,Square,unknown,Webhook Subscriptions API,https://developer.squareup.com/docs/changelog/connect,Official changelog entry indicates an operational or protocol behavior change.,BETA,D,none,unknown,unknown,high,Protocol/operational keyword matched.,,,,,,,,
stripe_4f9b0912ec37,Stripe,2026-04-22,Adds Blik as a supported payment method for recurring payments in Stripe Billing,https://docs.stripe.com/changelog/dahlia/2026-04-22/stripe-billing-blik-recurring-payments.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,"Billing, Checkout | Non-breaking | api",C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_d8c8dec19032,Stripe,2026-04-22,Adds credential reuse for Global Payouts with Accounts v2,https://docs.stripe.com/changelog/dahlia/2026-04-22/credential-reuse-with-accounts-v2.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,"Payouts, Payments, Billing, Connect | Non-breaking | api",C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_a603a18cd087,Stripe,2026-04-22,Adds support for automatic surcharge calculations on Checkout Sessions,https://docs.stripe.com/changelog/dahlia/2026-04-22/checkout-sessions-automatic-surcharge.md,Official changelog entry indicates semantic behavior relevant to C3_default_behavior.,Checkout | Non-breaking | api,C,C3_default_behavior,false,unknown,high,Semantic behavior keyword matched; subclass=C3_default_behavior.,,,,,,,,
stripe_4bdcd31fc6b9,Stripe,2026-04-22,Adds the Shared Payment Granted Token for managing payment methods shared by agents,https://docs.stripe.com/changelog/dahlia/2026-04-22/shared-payment-granted-token.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,All products | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_0575229a869d,Stripe,2026-04-22,Adds the SharedPaymentIssuedToken resource to allow agents to give sellers scoped access to a customer’s credentials,https://docs.stripe.com/changelog/dahlia/2026-04-22/shared-payment-issued-token.md,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Payments | Non-breaking | api,mixed,C4_business_rule,unknown,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C4_business_rule.,,,,,,,,
stripe_e6d5697525ed,Stripe,2026-04-22,Adds the Stripe fee tax transaction category,https://docs.stripe.com/changelog/dahlia/2026-04-22/stripe-fee-tax-transaction-category.md,Official changelog entry indicates semantic behavior relevant to C1_unit_scale.,Treasury | Non-breaking | api,C,C1_unit_scale,false,unknown,high,Semantic behavior keyword matched; subclass=C1_unit_scale.,,,,,,,,
stripe_994c1114ce42,Stripe,2026-04-22,Adds validation for billing meter event values with more than 15 digits,https://docs.stripe.com/changelog/dahlia/2026-04-22/billing-meter-event-values-validation.md,Official changelog entry indicates semantic behavior relevant to C1_unit_scale.,Billing | Breaking | api,C,C1_unit_scale,false,unknown,high,Semantic behavior keyword matched; subclass=C1_unit_scale.,,,,,,,,
stripe_8e0af9817c26,Stripe,2026-04-22,Makes the radar session property optional in the Payment Evaluations API,https://docs.stripe.com/changelog/dahlia/2026-04-22/payment-evaluations-optional-radar-session.md,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Radar | Breaking | api,mixed,C4_business_rule,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C4_business_rule.,,,,,,,,
stripe_411cb3e25dab,Stripe,2026-04-22,Updates transaction categories to use flow-specific reversal types and adds Stripe fee tax category,https://docs.stripe.com/changelog/dahlia/2026-04-22/transaction-categories-flow-specific-reversal-types.md,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Treasury | Breaking | api,mixed,C1_unit_scale,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C1_unit_scale.,,,,,,,,
stripe_eaae2c466f2c,Stripe,2026-05-27,Adds 20 new bank account types for cross-border payouts in Global Payouts,https://docs.stripe.com/changelog/dahlia/2026-05-27/cross-border-payouts-20-new-bank-account-types.md,Official changelog entry indicates a schema-contract change.,Payouts | Non-breaking | api,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
stripe_6a3402faffc9,Stripe,2026-05-27,Adds API error details to Terminal reader action failures,https://docs.stripe.com/changelog/dahlia/2026-05-27/terminal-reader-action-failures-error-details.md,Official changelog entry indicates an operational or protocol behavior change.,Terminal | Non-breaking | api,D,none,unknown,True,high,Protocol/operational keyword matched.,,,,,,,,
stripe_c17b7234af00,Stripe,2026-05-27,Adds active status filtering to payment method configurations,https://docs.stripe.com/changelog/dahlia/2026-05-27/payment-method-configurations-active-status-filtering.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Payments | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_b1f117d4c4c4,Stripe,2026-05-27,Adds amount paid off Stripe property to Invoice object,https://docs.stripe.com/changelog/dahlia/2026-05-27/invoice-object-amount-paid-off-stripe-property.md,Official changelog entry indicates a schema-contract change.,Invoicing | Non-breaking | api,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
stripe_4a1a3f7bbff7,Stripe,2026-05-27,Adds billing schedules to enable prebilling on subscriptions,https://docs.stripe.com/changelog/dahlia/2026-05-27/subscriptions-billing-schedules.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_ed9c855800e5,Stripe,2026-05-27,Adds card brand restrictions to Payment Links,https://docs.stripe.com/changelog/dahlia/2026-05-27/adds-card-brand-restrictions-to-payment-links.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Paymentlinks | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_8f9a0e6202c9,Stripe,2026-05-27,Adds credited items information to invoice item proration details,https://docs.stripe.com/changelog/dahlia/2026-05-27/invoice-item-proration-credited-items.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_3ec806ca9f43,Stripe,2026-05-27,Adds customer parameter to test clock creation,https://docs.stripe.com/changelog/dahlia/2026-05-27/test-clock-creation-customer-parameter.md,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Billing | Non-breaking | api,mixed,C4_business_rule,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C4_business_rule.,,,,,,,,
stripe_995636c85497,Stripe,2026-05-27,Adds destination payment description and metadata support to transfer data,https://docs.stripe.com/changelog/dahlia/2026-05-27/transfer-data-destination-payment-description-and-metadata.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Payments | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_fd60fbc3721c,Stripe,2026-05-27,Adds discount and discounts properties to pending subscription updates,https://docs.stripe.com/changelog/dahlia/2026-05-27/pending-subscription-updates-discount-and-discounts-properties.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,"Sigma, Billing | Non-breaking | api",C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_ebcd72da4fd1,Stripe,2026-05-27,Adds discount eligibility options for add-on invoice items on Subscriptions and Preview Invoice APIs,https://docs.stripe.com/changelog/dahlia/2026-05-27/invoice-items-discount-eligibility.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_8d9de76bfd03,Stripe,2026-05-27,Adds metadata support to pending subscription updates,https://docs.stripe.com/changelog/dahlia/2026-05-27/pending-subscription-update-metadata.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_887d41d64629,Stripe,2026-05-27,Adds support for Bizum payments,https://docs.stripe.com/changelog/dahlia/2026-05-27/bizum-payments.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Payments | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_0897f578a5c7,Stripe,2026-05-27,Adds support for Scalapay payments,https://docs.stripe.com/changelog/dahlia/2026-05-27/scalapay-payments.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Payments | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_2d41ef6cd35e,Stripe,2026-05-27,Adds support for Twint as a payment method for recurring payments,https://docs.stripe.com/changelog/dahlia/2026-05-27/recurring-payments-twint.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Payments | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_ad4573a05bfd,Stripe,2026-05-27,Adds support for Verifone third-party device types to Terminal APIs,https://docs.stripe.com/changelog/dahlia/2026-05-27/verifone-third-party-device-types.md,Official changelog entry indicates a schema-contract change.,Terminal | Non-breaking | api,B,none,true,unknown,medium,Schema-contract keyword matched.,,,,,,,,
stripe_54a89e26b4ec,Stripe,2026-05-27,Adds the ability to configure custom start of day per connected account,https://docs.stripe.com/changelog/dahlia/2026-05-27/custom-start-of-day.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,"Payments, Payouts | Non-breaking | api",C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_082ebc82c1f7,Stripe,2026-05-27,Adds the subscription pause endpoint,https://docs.stripe.com/changelog/dahlia/2026-05-27/pause-subscriptions.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_c72bbe953f5b,Stripe,2026-05-27,Billed until property on subscription items is no longer included in responses by default,https://docs.stripe.com/changelog/dahlia/2026-05-27/subscription-item-billed-until-includable.md,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,Billing | Breaking | api,mixed,C3_default_behavior,true,True,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
stripe_94d799525f3e,Stripe,2026-05-27,Enables expansion of trial offer prices,https://docs.stripe.com/changelog/dahlia/2026-05-27/trial-offer-prices-expansion.md,Official changelog entry indicates semantic behavior relevant to C4_business_rule.,Billing | Non-breaking | api,C,C4_business_rule,false,unknown,high,Semantic behavior keyword matched; subclass=C4_business_rule.,,,,,,,,
stripe_dc15891ee84e,Stripe,2026-05-27,Renames Link Authentication Element to Contact Details Element,https://docs.stripe.com/changelog/dahlia/2026-05-27/link-authentication-element-rename.md,Official changelog entry indicates an operational or protocol behavior change.,Elements | Non-breaking | api,D,none,unknown,unknown,high,Protocol/operational keyword matched.,,,,,,,,
twilio_054c4de85533,Twilio,2010-04-01,"Conference list endpoint will default to in-progress conferences only on July 13, 2026",https://www.twilio.com/en-us/changelog,Official changelog entry indicates semantic behavior relevant to C3_default_behavior.,"Starting July 13, 2026 , the Conference list endpoint (GET /2010-04-01/Accounts/{AccountSid}/Conferences.json) will default to returning only in-progress conferences. If you're querying for in-progress conferences",C,C3_default_behavior,false,unknown,high,Semantic behavior keyword matched; subclass=C3_default_behavior.,,,,,,,,
twilio_235664e69ad4,Twilio,2010-04-01,"Starting July 13, 2026 , the Conference list endpoint (GET /2010-04-01/Accounts/{AccountSid}/Conferences.json) will default to returning only in-progress conferences.",https://www.twilio.com/en-us/changelog,Official changelog entry indicates semantic behavior relevant to C3_default_behavior.,"If you're querying for in-progress conferences (the most common use case), no action is needed. Currently, calling this endpoint without a Status filter returns",C,C3_default_behavior,false,unknown,high,Semantic behavior keyword matched; subclass=C3_default_behavior.,,,,,,,,
twilio_d3361ef16e7c,Twilio,unknown,Data Residency for SMS (EU) is now Generally Available (GA),https://www.twilio.com/en-us/changelog,Official changelog entry indicates semantic behavior relevant to C2_currency_locale.,"The Programmable Messaging API is now generally available for SMS in Twilio’s Ireland (IE1) region. When using this feature, SMS message personal data is",C,C2_currency_locale,false,unknown,high,Semantic behavior keyword matched; subclass=C2_currency_locale.,,,,,,,,
twilio_61ebe6a4d781,Twilio,unknown,Inbound SMS : Receive inbound SMS messages via webhooks configured at the phone number or messaging service level.,https://www.twilio.com/en-us/changelog,Official changelog entry indicates an operational or protocol behavior change.,"Messaging Services : Manage IE1 sender pools from the Twilio console or via the API. Take advantage of Sticky Sender, Country Code Geomatch, Advanced",D,none,unknown,unknown,high,Protocol/operational keyword matched.,,,,,,,,
twilio_88f735c052b0,Twilio,unknown,"Messaging Services : Manage IE1 sender pools from the Twilio console or via the API. Take advantage of Sticky Sender, Country Code Geomatch, Advanced Opt-Out, and service webhooks in IE1.",https://www.twilio.com/en-us/changelog,Official changelog entry indicates an operational or protocol behavior change.,Messaging Logs and Insights : Analyze and troubleshoot IE1 SMS traffic in the Twilio Console. Phone Numbers : Configure phone numbers for use in,D,none,unknown,unknown,high,Protocol/operational keyword matched.,,,,,,,,
twilio_19e667cee222,Twilio,unknown,New Unified Typing Indicator API experience:,https://www.twilio.com/en-us/changelog,Official changelog entry indicates semantic behavior relevant to C3_default_behavior.,"You can now send typing indicators across RCS, WhatsApp (WA), and Apple Messages for Business (AMB) using a streamlined consistent integration with JSON payloads.",C,C3_default_behavior,false,unknown,high,Semantic behavior keyword matched; subclass=C3_default_behavior.,,,,,,,,
twilio_310752576a9b,Twilio,unknown,Programmable Messaging API : Send outbound SMS messages using phone numbers and alphanumeric sender IDs.,https://www.twilio.com/en-us/changelog,Official changelog entry indicates an operational or protocol behavior change.,Inbound SMS : Receive inbound SMS messages via webhooks configured at the phone number or messaging service level. Messaging Services : Manage IE1 sender,D,none,unknown,unknown,high,Protocol/operational keyword matched.,,,,,,,,
twilio_043d947009ed,Twilio,unknown,RCS: Displays a typing indicator for up to 20 seconds (or until the message delivers) to reduce perceived wait times.,https://www.twilio.com/en-us/changelog,Official changelog entry appears to combine schema/protocol edits with semantic behavior changes.,WhatsApp: Automatically marks the referenced message as read and displays the indicator for up to 25 seconds (or until delivery) using the required messageId.,mixed,C3_default_behavior,true,unknown,high,Both schema/protocol and semantic keywords matched; subclass=C3_default_behavior.,,,,,,,,
twilio_13f2dbbd7ffd,Twilio,unknown,Regional product and feature availability page,https://www.twilio.com/docs/global-infrastructure/regional-product-and-feature-availability,Official changelog entry indicates semantic behavior relevant to C2_currency_locale.,Regional product and feature availability page,C,C2_currency_locale,false,unknown,high,Semantic behavior keyword matched; subclass=C2_currency_locale.,,,,,,,,
